canonical_smiles,molecule_chembl_id,standard_units,standard_value,units,value
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2cccc(O)c2)cc1,CHEMBL3410351,nM,1760.0,uM,1.76
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2ccc(C(F)(F)F)cc2)cc1,CHEMBL3410352,nM,18260.0,uM,18.26
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2ccc(Cl)cc2Cl)cc1,CHEMBL3410353,nM,32260.0,uM,32.26
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4CCC3C2c2c(F)cccc2Cl)cc1,CHEMBL3410354,nM,3660.0,uM,3.66
Cc1ccccc1C1C2COc3ccccc3C2=NN1c1ccc(S(N)(=O)=O)cc1,CHEMBL3410355,nM,460.0,uM,0.46
COc1ccccc1C1C2COc3ccccc3C2=NN1c1ccc(S(N)(=O)=O)cc1,CHEMBL3410356,nM,330.0,uM,0.33
COc1ccc(C2C3COc4ccccc4C3=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL3410357,nM,1020.0,uM,1.02
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccccc2F)cc1,CHEMBL3410358,nM,7240.0,uM,7.24
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccccc2Cl)cc1,CHEMBL3410359,nM,2280.0,uM,2.28
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccc(Cl)cc2)cc1,CHEMBL3410360,nM,8240.0,uM,8.24
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccccc2Br)cc1,CHEMBL3410361,nM,1260.0,uM,1.26
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccc(Br)cc2)cc1,CHEMBL3410362,nM,6880.0,uM,6.88
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2ccc(Cl)cc2Cl)cc1,CHEMBL3410363,nM,2740.0,uM,2.74
NS(=O)(=O)c1ccc(N2N=C3c4ccccc4OCC3C2c2c(F)cccc2Cl)cc1,CHEMBL3410364,nM,16270.0,uM,16.27
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,52.0,uM,0.052
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,16.0,uM,0.016
CC(=O)/N=C/Cc1ccc2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](NC(C)=O)O2,CHEMBL3425990,nM,2700.0,uM,2.7
CC(=O)N[C@H]1Oc2ccc(CCO)cc2O[C@@H]1c1ccc(O)c(O)c1,CHEMBL3425989,nM,2500.0,uM,2.5
CC(=O)N[C@H]1Oc2cc(CCO)ccc2O[C@@H]1c1ccc(O)c(O)c1,CHEMBL3425988,nM,1300.0,uM,1.3
CC(=O)NCCc1ccc2c(c1)O[C@H](c1ccc(O)c(O)c1)[C@@H](NC(C)=O)O2,CHEMBL3425987,nM,3600.0,uM,3.6
CC(=O)NCCc1ccc2c(c1)O[C@H](NC(C)=O)[C@@H](c1ccc(O)c(O)c1)O2,CHEMBL3425986,nM,2600.0,uM,2.6
CO[C@]1(c2ccc(O)c(O)c2)Oc2cc(CCO)ccc2O[C@H]1O,CHEMBL3425985,nM,9700.0,uM,9.7
CO[C@@]1(c2ccc(O)c(O)c2)Oc2cc(CCO)ccc2O[C@@H]1O,CHEMBL3425984,nM,17800.0,uM,17.8
CCO[C@]1(c2ccc(O)c(O)c2)Oc2cc(CCO)ccc2O[C@H]1O,CHEMBL3425983,nM,8600.0,uM,8.6
CCO[C@@]1(c2ccc(O)c(O)c2)Oc2cc(CCO)ccc2O[C@@H]1O,CHEMBL3425982,nM,13700.0,uM,13.7
CO[C@]1(c2ccc(O)c(O)c2)Oc2ccc(CCO)cc2O[C@H]1O,CHEMBL3425981,nM,6020.0,uM,6.02
CO[C@@]1(c2ccc(O)c(O)c2)Oc2ccc(CCO)cc2O[C@@H]1O,CHEMBL3425980,nM,8240.0,uM,8.24
CCOC1(c2ccc(O)c(O)c2)Oc2ccc(CCO)cc2OC1O,CHEMBL3425979,nM,6040.0,uM,6.04
CCO[C@@]1(c2ccc(O)c(O)c2)Oc2ccc(CCO)cc2O[C@@H]1O,CHEMBL3425978,nM,2520.0,uM,2.52
COc1ccc(-c2nc(OC)nn2-c2ccc(OC)cc2)cc1,CHEMBL3427203,nM,3200.0,uM,3.2
Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)NCC(=O)O)c3ccccc32)cc1,CHEMBL3113617,nM,9110.0,uM,9.11
Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O)c3ccccc32)cc1,CHEMBL3576988,nM,13500.0,uM,13.5
Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)O)c3ccccc32)cc1,CHEMBL3576984,nM,970.0,uM,0.97
COC(=O)CNC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)C(=O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12,CHEMBL3576985,nM,10310.0,uM,10.31
COC(=O)CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)C(=O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12,CHEMBL3576986,nM,47.0,uM,0.047
COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)C(=O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12,CHEMBL3576987,nM,6610.0,uM,6.61
COC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)C(=O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12,CHEMBL3576981,nM,8890.0,uM,8.89
COC(=O)CC[C@@H](NC(=O)[C@@H](Cc1cnc[nH]1)NC(=O)C(=O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12)C(=O)OC,CHEMBL3576982,nM,8330.0,uM,8.33
COC(=O)CC[C@H](NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)C(=O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12)C(=O)OC,CHEMBL3576983,nM,3630.0,uM,3.63
COC(=O)CNC(=O)CNC(=O)C(=O)c1cn(S(=O)(=O)c2ccc(C)cc2)c2ccccc12,CHEMBL3576977,nM,10340.0,uM,10.34
Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)NCC(=O)O)c3ccccc32)cc1,CHEMBL3576978,nM,1000.0,uM,1.0
Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)NCC(=O)O)c3ccccc32)cc1,CHEMBL3576979,nM,6.3,uM,0.0063
Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)NCC(=O)N[C@H](Cc3c[nH]c4ccccc34)C(=O)O)c3ccccc32)cc1,CHEMBL3576980,nM,2500.0,uM,2.5
Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)NCC(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O)c3ccccc32)cc1,CHEMBL3576974,nM,99.0,uM,0.099
Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)N[C@H](Cc3cnc[nH]3)C(=O)N[C@H](CCC(=O)O)C(=O)O)c3ccccc32)cc1,CHEMBL3576975,nM,21310.0,uM,21.31
Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)N[C@@H](Cc3cnc[nH]3)C(=O)N[C@@H](CCC(=O)O)C(=O)O)c3ccccc32)cc1,CHEMBL3576976,nM,540.0,uM,0.54
Cc1ccc(S(=O)(=O)n2cc(C(=O)C(=O)NCC(=O)NCC(=O)O)c3ccccc32)cc1,CHEMBL3576973,nM,890.0,uM,0.89
COc1c(O)cc(O)c2c(=O)cc(-c3ccccc3)oc12,CHEMBL16171,nM,46000.0,uM,46.0
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,nM,960.0,uM,0.96
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,40.0,uM,0.04
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(Br)cc2)cc1,CHEMBL1235806,nM,50.0,uM,0.05
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,CHEMBL139,nM,630.0,uM,0.63
CC1(C)CC(c2ccccc2)C(CN2CCC(c3noc4cc(F)ccc34)CC2)=NO1,CHEMBL3596283,nM,10500.0,uM,10.5
Fc1ccc2c(C3CCN(CC4=NO[C@@H]5CCCC[C@@H]5[C@H]4c4ccccc4)CC3)noc2c1,CHEMBL3596284,nM,4700.0,uM,4.7
CC1(C)CC(c2ccc(Cl)cc2)C(CN2CCC(c3noc4cc(F)ccc34)CC2)=NO1,CHEMBL3596285,nM,4100.0,uM,4.1
CC1(C)CC(c2ccccc2)C(CN2CCN(c3cccc(Cl)c3Cl)CC2)=NO1,CHEMBL3596286,nM,6800.0,uM,6.8
c1ccc([C@H]2C(Cn3c4ccccc4c4ccccc43)=NO[C@@H]3CCCC[C@H]23)cc1,CHEMBL3596287,nM,9900.0,uM,9.9
COc1ccc([C@H]2C(Cn3c4ccccc4c4ccccc43)=NO[C@@H]3CCCC[C@H]23)cc1,CHEMBL3596288,nM,5900.0,uM,5.9
CC1(C)CC(c2ccc(Cl)cc2)C(Cn2c3ccccc3c3ccccc32)=NO1,CHEMBL3596289,nM,3900.0,uM,3.9
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,nM,1200.0,uM,1.2
COc1ccc(N2CCN(CC3=NO[C@@H]4CCCC[C@@H]4[C@H]3c3ccccc3)CC2)cc1,CHEMBL3596282,nM,1800.0,uM,1.8
COc1ccc(N2CCN(CC3=NOC(C)(C)CC3c3ccccc3)CC2)cc1,CHEMBL3596281,nM,2600.0,uM,2.6
COc1ccc([C@H]2C(CN3CCN(c4ccc(OC)cc4)CC3)=NO[C@@H]3CCCC[C@H]23)cc1,CHEMBL3596280,nM,1700.0,uM,1.7
CC(=O)Oc1ccccc1C(=O)OCCCCO[N+](=O)[O-],CHEMBL3601280,nM,45000.0,uM,45.0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,130.0,uM,0.13
Cc1ccc(-c2c(Cl)c(CO[N+](=O)[O-])nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL3601279,nM,280.0,uM,0.28
Cc1ccc(-c2cc(CCl)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL3601278,nM,970.0,uM,0.97
Cc1ccc(-c2c(Cl)c(CCl)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL3601277,nM,220.0,uM,0.22
Cc1ccc(-c2cc(CO[N+](=O)[O-])nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL3601276,nM,890.0,uM,0.89
Cc1ccc(-c2cc(CO)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL2336619,nM,1270.0,uM,1.27
O=C(O)c1ccccc1Nc1cccc(S(F)(F)(F)(F)F)c1,CHEMBL3623735,nM,12000.0,uM,12.0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,19.0,uM,0.019
CS(=O)(=O)c1ccc(C2=NN(c3ccc(C(=O)O)cc3)C(c3ccccc3)C2)cc1,CHEMBL3734939,nM,980.0,uM,0.98
CS(=O)(=O)c1ccc(C2=NN(c3ccc(C(=O)O)cc3)C(c3ccc(F)cc3)C2)cc1,CHEMBL3736014,nM,2840.0,uM,2.84
CS(=O)(=O)c1ccc(C2=NN(c3ccc(C(=O)O)cc3)C(c3ccc(Cl)cc3)C2)cc1,CHEMBL3735888,nM,3980.0,uM,3.98
COc1cccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(C(=O)O)cc2)c1,CHEMBL3734866,nM,4710.0,uM,4.71
COc1ccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(C(=O)O)cc2)cc1,CHEMBL3736245,nM,2170.0,uM,2.17
COc1ccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(C(=O)O)cc2)cc1OC,CHEMBL3735490,nM,3740.0,uM,3.74
COc1cc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(C(=O)O)cc2)cc(OC)c1OC,CHEMBL3735808,nM,5940.0,uM,5.94
CS(=O)(=O)c1ccc(C2=NN(c3ccc(C(=O)O)cc3)C(c3cccs3)C2)cc1,CHEMBL3735601,nM,1160.0,uM,1.16
CS(=O)(=O)c1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccccc3)C2)cc1,CHEMBL3735534,nM,1620.0,uM,1.62
CS(=O)(=O)c1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc(F)cc3)C2)cc1,CHEMBL3735457,nM,3410.0,uM,3.41
CS(=O)(=O)c1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3ccc(Cl)cc3)C2)cc1,CHEMBL3735721,nM,2670.0,uM,2.67
COc1cccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)c1,CHEMBL3735002,nM,1760.0,uM,1.76
COc1ccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL3736140,nM,2110.0,uM,2.11
COc1ccc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1OC,CHEMBL3736416,nM,1980.0,uM,1.98
COc1cc(C2CC(c3ccc(S(C)(=O)=O)cc3)=NN2c2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,CHEMBL3735929,nM,4670.0,uM,4.67
CS(=O)(=O)c1ccc(C2=NN(c3ccc(S(N)(=O)=O)cc3)C(c3cccs3)C2)cc1,CHEMBL3735352,nM,1750.0,uM,1.75
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,900.0,uM,0.9
CC(C(=O)O)c1cccc(C(=O)c2ccccc2)c1,CHEMBL571,nM,61.0,uM,0.061
COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,CHEMBL6,nM,410.0,uM,0.41
COc1ccc2cc(C(C)C(=O)O)ccc2c1,CHEMBL12952,nM,280.0,uM,0.28
CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1,CHEMBL15770,nM,8800.0,uM,8.8
CC(C)Cc1ccc(C(C)C(=O)O)cc1,CHEMBL521,nM,1100.0,uM,1.1
C#Cc1cccc(Nc2ncnc3cc(OCCOC(=O)C(C)c4ccc5cc(OC)ccc5c4)c(OCCOC)cc23)c1,CHEMBL3740850,nM,23000.0,uM,23.0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,260.0,uM,0.26
CSc1nc(-c2ccc(S(N)(=O)=O)cc2)n(-c2ccc(Cl)cc2)n1,CHEMBL3746308,nM,370.0,uM,0.37
NS(=O)(=O)c1ccc(N2N=C(c3ccco3)CC2c2ccco2)cc1,CHEMBL3745732,nM,4130.0,uM,4.13
NS(=O)(=O)c1ccc(N2N=C(c3cccs3)CC2c2ccco2)cc1,CHEMBL3747561,nM,6110.0,uM,6.11
NS(=O)(=O)c1ccc(N2N=C(c3ccco3)CC2c2cccs2)cc1,CHEMBL3747568,nM,3650.0,uM,3.65
NS(=O)(=O)c1ccc(N2N=C(c3cccs3)CC2c2cccs2)cc1,CHEMBL3746891,nM,6110.0,uM,6.11
NS(=O)(=O)c1ccc(N2N=C(c3ccco3)CC2c2ccccc2)cc1,CHEMBL3746930,nM,3890.0,uM,3.89
COc1ccc(C2CC(c3ccco3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL3747733,nM,1980.0,uM,1.98
COc1ccc(C2CC(c3cccs3)=NN2c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL3747777,nM,4330.0,uM,4.33
NS(=O)(=O)c1ccc(N2N=C(c3ccco3)CC2c2ccc(Cl)cc2)cc1,CHEMBL3747437,nM,1520.0,uM,1.52
NS(=O)(=O)c1ccc(N2N=C(c3cccs3)CC2c2ccc(Cl)cc2)cc1,CHEMBL3747306,nM,2640.0,uM,2.64
NS(=O)(=O)c1ccc(N2N=C(c3ccco3)CC2c2ccc(C(F)(F)F)cc2)cc1,CHEMBL3747206,nM,560.0,uM,0.56
NS(=O)(=O)c1ccc(N2N=C(c3cccs3)CC2c2ccc(C(F)(F)F)cc2)cc1,CHEMBL3746265,nM,970.0,uM,0.97
COc1cc(C2CC(c3ccco3)=NN2c2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,CHEMBL3745861,nM,1970.0,uM,1.97
COc1cc(C2CC(c3cccs3)=NN2c2ccc(S(N)(=O)=O)cc2)cc(OC)c1OC,CHEMBL3746042,nM,6340.0,uM,6.34
NS(=O)(=O)c1ccc(N2N=C(C(=O)O)CC2c2ccco2)cc1,CHEMBL3747612,nM,3560.0,uM,3.56
CS(=O)(=O)c1ccc(N2N=C(C(=O)O)CC2c2ccco2)cc1,CHEMBL3746878,nM,2110.0,uM,2.11
NS(=O)(=O)c1ccc(N2N=C(C(=O)O)CC2c2cccs2)cc1,CHEMBL3747566,nM,1840.0,uM,1.84
CS(=O)(=O)c1ccc(N2N=C(C(=O)O)CC2c2cccs2)cc1,CHEMBL3746730,nM,1430.0,uM,1.43
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,870.0,uM,0.87
CC(C)Cc1ccc(C(C)C(=O)O)cc1,CHEMBL521,nM,1100.0,uM,1.1
COc1ccc(/C=C/c2cc(OC)cc(OC)c2)cc1,CHEMBL296411,nM,1667.0,uM,1.667
Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1,CHEMBL165,nM,996.0,uM,0.996
COC(=O)c1cc(/C=C/c2cc(O)cc(O)c2)ccc1O,CHEMBL3765737,nM,1000.0,uM,1.0
O=C(O)c1cc(/C=C/c2cc(O)cc(O)c2)ccc1O,CHEMBL3763742,nM,10300.0,uM,10.3
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,CHEMBL404108,nM,140.0,uM,0.14
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,40.0,uM,0.04
CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1,CHEMBL563,nM,1060.0,uM,1.06
CC(C(=O)O)c1ccc(-c2cccc(OC(=O)NC3CC3)c2)c(F)c1,CHEMBL3774572,nM,74300.0,uM,74.3
CC(C(=O)O)c1ccc(-c2cccc(OC(=O)NCCC3CCCCC3)c2)c(F)c1,CHEMBL3774467,nM,10800.0,uM,10.8
CC(C(=O)O)c1ccc(-c2cccc(OC(=O)Nc3ccccc3)c2)c(F)c1,CHEMBL3774754,nM,2700.0,uM,2.7
CC(C(=O)O)c1ccc(-c2cccc(OC(=O)NCCCc3ccccc3)c2)c(F)c1,CHEMBL3774586,nM,6200.0,uM,6.2
CCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2F)c1,CHEMBL3775104,nM,160.0,uM,0.16
CCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2F)c1,CHEMBL3775041,nM,430.0,uM,0.43
CCCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2F)c1,CHEMBL3775979,nM,320.0,uM,0.32
CCCCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2F)c1,CHEMBL3774873,nM,28800.0,uM,28.8
CCCCCCNC(=O)Nc1cccc(-c2ccc(C(C)C(=O)O)cc2F)c1,CHEMBL3775653,nM,560.0,uM,0.56
CCCCCCOC(=O)Nc1cccc(-c2ccc(C(C)C(=O)O)cc2F)c1,CHEMBL3774442,nM,170.0,uM,0.17
CCCCCCNC(=O)Oc1cccc(-c2ccc(CC(=O)O)cc2F)c1,CHEMBL3775770,nM,240.0,uM,0.24
CCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2Cl)c1,CHEMBL3774941,nM,730.0,uM,0.73
CCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2C)c1,CHEMBL3774833,nM,1400.0,uM,1.4
CCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2C(F)(F)F)c1,CHEMBL3775510,nM,200.0,uM,0.2
CCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2O)c1,CHEMBL3775676,nM,13000.0,uM,13.0
CCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2)c1,CHEMBL3774686,nM,690.0,uM,0.69
CCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2[N+](=O)[O-])c1,CHEMBL3775430,nM,930.0,uM,0.93
CCCCCCNC(=O)Oc1cccc(-c2ccc(C(C)C(=O)O)cc2N)c1,CHEMBL3775528,nM,12100.0,uM,12.1
CCCCCCNC(=O)Oc1cccc(-c2ccc([C@@H](C)C(=O)O)cc2F)c1,CHEMBL3774706,nM,22800.0,uM,22.8
CCCCCCNC(=O)Oc1cccc(-c2ccc([C@H](C)C(=O)O)cc2F)c1,CHEMBL3774784,nM,50.0,uM,0.05
CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(I)cc2)cc1,CHEMBL1672583,nM,5200.0,uM,5.2
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(I)cc2)cc1,CHEMBL3775974,nM,8200.0,uM,8.2
Cc1ccc(Nc2c(F)cccc2I)c(CC(=O)O)c1,CHEMBL3775406,nM,2500.0,uM,2.5
CS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,CHEMBL274990,nM,1100.0,uM,1.1
Cc1ccc(Nc2c(F)cccc2Cl)c(CC(=O)O)c1,CHEMBL404108,nM,60.0,uM,0.06
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,40.0,uM,0.04
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,40.0,uM,0.04
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NCc3ccc(F)cc3)n2)cc1,CHEMBL551148,nM,7.0,uM,0.007
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NCc3ccc(I)cc3)n2)cc1,CHEMBL3774612,nM,850.0,uM,0.85
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(OCc3ccc(I)cc3)n2)cc1,CHEMBL3774538,nM,2500.0,uM,2.5
NS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NCc3ccc(I)cc3)n2)cc1,CHEMBL3774963,nM,13000.0,uM,13.0
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,CHEMBL118,nM,40.0,uM,0.04
O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,CHEMBL139,nM,20.0,uM,0.02
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CN)C(=O)O,CHEMBL3809116,nM,400.0,uM,0.4
COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CN,CHEMBL3809156,nM,60.0,uM,0.06
CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)OCc1ccccc1)C(=O)O,CHEMBL3810167,nM,500.0,uM,0.5
COC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)CNC(=O)OCc1ccccc1,CHEMBL3810371,nM,20000.0,uM,20.0
CC(C)C[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)N[C@@H](C)C(=O)O,CHEMBL3809863,nM,50.0,uM,0.05
COC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,CHEMBL3809842,nM,80.0,uM,0.08
CC(C)C[C@H](NC(=O)CNC(=O)[C@@H](N)C(C)C)C(=O)O,CHEMBL3809328,nM,2000.0,uM,2.0
COC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H](N)C(C)C,CHEMBL3809922,nM,10000.0,uM,10.0
CC(C)C[C@H](NC(=O)CNC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C)C(=O)O,CHEMBL3809163,nM,28000.0,uM,28.0
COC(=O)[C@H](CC(C)C)NC(=O)CNC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,CHEMBL3808774,nM,56000.0,uM,56.0
CC(C)[C@H](NC(=O)OCc1ccccc1)C(=O)NCC(=O)O,CHEMBL3810231,nM,55000.0,uM,55.0
COC(=O)CNC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)C,CHEMBL3810027,nM,75000.0,uM,75.0
CC(C)C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)CNC(=O)OCc1ccccc1)C(C)C)C(=O)O,CHEMBL3809120,nM,300.0,uM,0.3
COC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)NC(=O)[C@@H](NC(=O)CNC(=O)OCc1ccccc1)C(C)C,CHEMBL3809099,nM,19000.0,uM,19.0
CC(C)C[C@H](NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)OCc1ccccc1)C(C)C)C(=O)O,CHEMBL3810258,nM,8000.0,uM,8.0
COC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)OCc1ccccc1)C(C)C,CHEMBL3808516,nM,22000.0,uM,22.0
CC(C)[C@H](NC(=O)[C@H](C)NC(=O)CN)C(=O)O,CHEMBL3809958,nM,200.0,uM,0.2
COC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)CN)C(C)C,CHEMBL3808663,nM,8000.0,uM,8.0
CC(C)[C@H](NC(=O)[C@H](C)NC(=O)CNC(=O)OCc1ccccc1)C(=O)O,CHEMBL3809760,nM,3000.0,uM,3.0
COC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)CNC(=O)OCc1ccccc1)C(C)C,CHEMBL3808627,nM,100.0,uM,0.1
O=C(O)CNC(=O)CNC(=O)OCc1ccccc1,CHEMBL3810057,nM,2000.0,uM,2.0
COC(=O)CNC(=O)CNC(=O)OCc1ccccc1,CHEMBL3809154,nM,1000.0,uM,1.0
NS(=O)(=O)c1ccc(-n2nc(C(=O)N/N=C/c3c(Cl)c4ccccc4oc3=O)cc2-c2ccccc2)cc1,CHEMBL3822753,nM,4530.0,uM,4.53
